x,y
394815,4435255
394845,4435255
394875,4435255
394905,4435255
394935,4435255
394965,4435255
394995,4435255
395025,4435255
395055,4435255
395085,4435255
395115,4435255
395145,4435255
395175,4435255
395205,4435255
395235,4435255
395265,4435255
395295,4435255
395325,4435255
395355,4435255
395385,4435255
395415,4435255
395445,4435255
395475,4435255
395505,4435255
395535,4435255
395565,4435255
395595,4435255
395625,4435255
395655,4435255
395685,4435255
395715,4435255
395745,4435255
395775,4435255
395805,4435255
395835,4435255
395865,4435255
395895,4435255
395925,4435255
395955,4435255
395985,4435255
396015,4435255
396045,4435255
396075,4435255
396105,4435255
396135,4435255
396165,4435255
396195,4435255
396225,4435255
396255,4435255
396285,4435255
396315,4435255
396345,4435255
396375,4435255
396405,4435255
396435,4435255
396465,4435255
396495,4435255
396525,4435255
396555,4435255
396585,4435255
396615,4435255
396645,4435255
396675,4435255
396705,4435255
